ID,Glottocode,Noun_Class,Semantic_Categories,Unpossession_Marker_Type,Remark,Coder,Source,dd_Valency,dd_Semantic_Type,dd_Construction_Type_Simplified,dd_Construction_Type_Generic,dd_Unpossession_Construction
cuit1236_possessible,cuit1236,possessible,default,NA,,TH,escalante1962cuitlateco[23],Optionally possessed,Default,PSSD,MARKER,Noun
daga1275_inalienable,daga1275,inalienable,kin;body,NA,,TH,murane1974daga[32],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
daga1275_alienable,daga1275,alienable,default,NA,,TH,murane1974daga[85],Optionally possessed,Default,PSSD,MARKER,Noun
djeo1235_inalienable,djeo1235,inalienable,body;kin,?,"This category includes at least some, and maybe all kin and body part terms. It is exemplified in the grammar with 'head', 'mother', 'son', 'grandmother', 'grandfather', and 'mother-in-law'",DI,decastro2012djeoromitxi[77-78],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
djeo1235_alienable,djeo1235,alienable,default,NA,,DI,"decastro2012djeoromitxi[41-42,77-78]",Optionally possessed,Default,JUXT,JUXT,Noun
dukh1234_alienable,dukh1234,alienable,default,NA,,TH,ragagnin2011dukhan[123],Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
duna1248_alienable,duna1248,alienable,default,NA,,TH,sanroque2008introduction[146],Optionally possessed,Default,JUXT,JUXT,Noun
embe1260_alienable,embe1260,alienable,default,NA,There is no mention of differential possession classes.,DI,"mortensen1999northernembera[34,38,42-43]",Optionally possessed,Default,JUXT,JUXT,Noun
esee1248_alienable,esee1248,alienable,default,NA,"There is the Takanan subclass of the e-nouns, but they do not seem to have their own possession form.",TH,vuillermet2012eseejja[693],Optionally possessed,Default,PSSR,MARKER,Noun
esse1238_alienable,esse1238,alienable,default,NA,The grammar explicitly states there is no alienability contrast.,DI,"shaul2019esselen[81-86,89,118]",Optionally possessed,Default,JUXT,JUXT,Noun
eyak1241_inalienable,eyak1241,inalienable,kin;body,NA,There are 21 nouns found that can be both inalienable and default. It is not clear from the grammar if this indicates a difference in meaning or not.,TH,krauss2015eyak[469],Optionally possessed,Inalienable,JUXT,JUXT,Noun
eyak1241_alienable,eyak1241,alienable,default,NA,,TH,krauss2015eyak[469],Optionally possessed,Default,PSSR,MARKER,Noun
fuln1247_inalienable,fuln1247,inalienable,body;kin,3.INDEF,,TH;DI;NCP,lapenda1968iate[185-187];dacosta1999yathe[91],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
fuln1247_alienable,fuln1247,alienable,default,NA,,TH;DI;NCP,lapenda1968iate[185-187],Optionally possessed,Default,JUXT;PSSR,JUXT;MARKER,Noun
fuln1247_deverbal,fuln1247,deverbal,mixed,NA,"This includes extremely lexicalized meanings, e.g. the deverbal noun 'carry' means 'horse', and others that are less lexicalized. All deverbal nouns start with e- (3sg) or se- (impersonal) when used as nouns (e.g. 'teacher' is 3-teach).",TH;DI;NCP,lapenda1968iate[86],Optionally possessed,Mixed,JUXT;PSSD;PSSR,JUXT;MARKER,Noun
fuln1247_property,fuln1247,property,intimate_property,SPECIAL_MARKER,"Intimate property including domestic animals (knife, house, bed, cow, pig). Most nouns have free-occurring forms suffixed with -ka or -ya (and their allomorphs). It is not clear which nouns receive -ka and which -ya, and if there are nouns that do not receive them at all.",TH;DI;NCP,lapenda1968iate[185-187],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
gaga1251_alienable,gaga1251,alienable,default,NA,"The grammar does not give clear examples of nominal (as opposed to pronominal) possession, except for a few examples of incorporation.",TH,harvey2002gaagudju[368],Optionally possessed,Default,MARKER,MARKER,Noun
gaga1251_kin,gaga1251,kin,kin,NA,"In-law words are made up of special phrases that indicate the possessor, but not relevant here.",TH,harvey2002gaagudju[291],Optionally possessed,Inalienable,MARKER,MARKER,Noun
gaga1251_part,gaga1251,part,part,NA,,TH,harvey2002gaagudju[312ff.],Optionally possessed,Inalienable,MARKER,MARKER,Noun
galo1242_alienable,galo1242,alienable,default,NA,,TH,post2007galo[293],Optionally possessed,Default,PSSR,MARKER,Noun
gari1256_alienable,gari1256,alienable,default,NA,,TH,haurholm2016garifuna[55],Optionally possessed,Default,PSSD,MARKER,Noun
gari1256_inalienable,gari1256,inalienable,kin;body;part,SPECIAL_MARKER,,TH,haurholm2016garifuna[49],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
gari1256_SUPPLETIVE,gari1256,SUPPLETIVE,intimate_property,NA,"Only 4 words supplete. For ""village"" and ""canoe"" there is a non-possessible/optionally possessed root alternation, while for ""cassava bread"" and ""house"" there is a non-possessible/obligatorily possessed alternation.",TH;NCP;DI,haurholm2016garifuna[57-59],,Inalienable,SUPPLETION,,Noun
gara1269_inalienable,gara1269,inalienable,body,NA,,TH,mushin2012garrwa[82],Optionally possessed,Inalienable,JUXT,JUXT,Noun
gara1269_alienable,gara1269,alienable,default,NA,,TH,mushin2012garrwa[81],Optionally possessed,Default,PSSR,MARKER,Noun
gavi1246_classifiers,gavi1246,classifiers,mixed,NA,"This class contains classifiers that are usually referring to form and shape. A few of them are body parts when possessed, but they have broader meanings when used as classifiers.",TH;DI;NCP,moore1984gaviaodojiparana[203-205],Non-possessible,Mixed,CLASS,CLASS,Noun
gavi1246_inalienable,gavi1246,inalienable,kin;body,NA,"There are four prefix classes which all stems arbitrarily fall into. These prefix classes determine the shape (mostly tone and length) of pronominal prefixation. Inalienable nouns can belong to any of the four classes, though we do not separate them here into different mixed classes.",TH;DI;NCP,moore1984gaviaodojiparana[147-148],Obligatorily possessed,Inalienable,JUXT,JUXT,NULL
gavi1246_alienable,gavi1246,alienable,default,NA,"There are four prefix classes which all stems arbitrarily fall into. These prefix classes determine the shape (mostly tone and length) of pronominal prefixation. Alienable nouns can belong to three of the four classes, though we do not separate them here into different mixed classes.",TH;DI;NCP,moore1984gaviaodojiparana[147-148],Optionally possessed,Default,JUXT,JUXT,Noun
gavi1246_non-possessible,gavi1246,non-possessible,animals;plants;nature_inanimate,NA,"There is no semantic description in the grammar. The semantic categories are entirely based on the examples. There are some additional nouns in this class: tattoo, chicha (ritual objects?), thing, hunger (abstract nouns?).",TH;DI;NCP,"moore1984gaviaodojiparana[237, 149-150, 203-204]",Optionally possessed,Non-possessible,PSSD,MARKER,Noun
nucl1302_kin,nucl1302,kin,kin,NA,"This category includes only ascending kinship terms, which are only distinguishable by their access to a suffixing construction under pronominal possession.",DI;NCP,stolz2008possession[333-335],Optionally possessed,Inalienable,MARKER,MARKER,Noun
nucl1302_alienable,nucl1302,alienable,default;kin,NA,,TH,hewitt1995georgian[43];stolz2008possession[333-335],Optionally possessed,Default,PSSR,MARKER,Noun
goon1238_alienable,goon1238,alienable,default,NA,,TH,mcgregor1990functional[253],Optionally possessed,Default,MARKER;PSSR,MARKER,Noun
goon1238_inalienable,goon1238,inalienable,kin,NA,,TH,mcgregor1990functional[149],Optionally possessed,Inalienable,MARKER;PSSR,MARKER,Noun
gras1249_non-possessible,gras1249,non-possessible,animals;plants;names,NA,"Mostly specific names, but also names of actual taxa etc.",TH,dutton2003dictionary[368],Non-possessible,Non-possessible,NULL,NULL,Noun
gras1249_inalienable,gras1249,inalienable,kin;body;part,NA,"Does not include fingers, sores and menstrual period.",TH,dutton2003dictionary[367],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
gras1249_alienable,gras1249,alienable,default,NA,,TH,dutton2003dictionary[368],Optionally possessed,Default,PSSD,MARKER,Noun
guah1255_alienable,guah1255,alienable,default,NA,There is only a distinction in obligatoriness to mention PSSR.,TH,queixalos1995sikuani[91],Optionally possessed,Default,PSSD,MARKER,Noun
guat1253_alienable,guat1253,alienable,default,NA,,TH;DI;NCP,palacio1986morphology[366];palacio1984guato[53-55],Optionally possessed,Default,PSSD,MARKER,Noun
guat1253_inalienable,guat1253,inalienable,kin;body,NA,,DI;NCP,palacio1984guato[53-55],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
guat1253_non-possessible,guat1253,non-possessible,nature_inanimate;plants;humans,NA,"This class includes at least: sky, sun, ray, lightning, water, star, tree, man",DI;NCP,palacio1984guato[53-55],Non-possessible,Non-possessible,NULL,NULL,Noun
guat1253_animals,guat1253,animals,animals,NA,,DI;NCP,palacio1984guato[53-55],Non-possessible,Non-possessible,CLASS,CLASS,Noun
hadz1240_alienable,hadz1240,alienable,default,NA,,TH;DI;NCP,sands2013hadza[114],Optionally possessed,Default,PSSR,MARKER,Noun
hadz1240_SUPPLETIVE,hadz1240,SUPPLETIVE,kin,NA,Some kin terms have suppletive roots when possessed according to the person of the possessor.,TH;DI;NCP,sands2013hadza[114],,Inalienable,SUPPLETION,,Noun
halh1238_alienable,halh1238,alienable,default,NA,There is a tendency in modern dialects to use possessive suffixes in pronominal possession for kinship terms only.,TH,janhunen2012mongolian[138],Optionally possessed,Default,PSSR,MARKER,Noun
halk1245_alienable,halk1245,alienable,default,NA,There appears to be no inalienable/alienable distinction.,DI,suttles2004musqueam[63-64],Optionally possessed,Default,PSSD;PSSR,MARKER,Noun
coos1249_alienable,coos1249,alienable,default,NA,,TH,frachtenberg1922hanis[396],Optionally possessed,Default,PSSD,MARKER,Noun
hatt1246_alienable,hatt1246,alienable,default,NA,,TH,girbal1986betraege[141],Optionally possessed,Default,PSSR,MARKER,Noun
hida1246_inalienable,hida1246,inalienable,body;kin;intimate_property,ARTICLE,"Body parts, most kinship terms, bodily secretions, clothing items, culturally significant items.",NCP;DI,park2012hidatsa[339-362],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
hida1246_classificatory,hida1246,classificatory,food,NA,Traditional foods.,NCP;DI,park2012hidatsa[339-362],Non-possessible,Inalienable,CLASS,CLASS,Noun
hida1246_alienable,hida1246,alienable,default,NA,"Derived nouns typically belong to this class. However there are a few exceptions. Another complication arises with derived nouns from stative verbs with the nominalizer aru-: these nouns when possessed have the Bset prefixes interfixed between the aru- and the verb. As we are not sure of the order of this derivation (the person prefixes may attach to the verb first), we are not including these derived nouns in the database. Two irregular nouns, 'diaper' and 'grandchild', behave as normal alienable nouns, but have a highly irregular unpossession form, which is maa-3rd-N. These have not been coded as a separate class.",NCP;DI,park2012hidatsa[339-362],Optionally possessed,Default,PSSD,MARKER,Noun
hida1246_alienable-maa-replacing,hida1246,alienable-maa-replacing,intimate_property,NA,"A few deverbal nouns derived with the nominalizer maa, which denote personal items (driver’s license, belt, ride (horse, bike), skates).",NCP;DI,park2012hidatsa[339-362],Optionally possessed,Inalienable,PSSD,MARKER,Noun
hida1246_stative,hida1246,stative,body_internal,NA,"Mostly internal body parts (at least tendon/gristle/cord, tail, guts, ribs).",NCP;DI,park2012hidatsa[339-362],Optionally possessed,Inalienable,PSSD,MARKER,Noun
hida1246_partitive,hida1246,partitive,body,NA,"Some body parts (at least bone, skin, sore).",NCP;DI,park2012hidatsa[339-362],Optionally possessed,Inalienable,PSSD,MARKER,Noun
hida1246_Bset-maa-replacing,hida1246,Bset-maa-replacing,mixed,NA,"Few instrumental nouns (derived with maaʔii, e.g. girdle), a large number of abstract nouns (derived with maa-, e.g. tradition).",NCP;DI,park2012hidatsa[339-362],Optionally possessed,Mixed,PSSD,MARKER,Noun
hida1246_SUPPLETIVE,hida1246,SUPPLETIVE,intimate_property;body,NA,"The possessed form follows the inalienable possession (house, head) or the alienable possession (gun/bow, shoe, horse, robe/blanket/quilt).",NCP;DI,park2012hidatsa[339-362],,Inalienable,SUPPLETION,,Noun
high1242_class2,high1242,class2,mixed,ARTICLE,"There are four classes of nominals (I-IV), but they do not appear to have any unifying semantics. Some nouns require an article prefix l/ɬ(a)- when alone (i.e., unpossessed), and others do not. Class III and IV have additional morphology that appears when being possessed ('combinatorial' morphemes). These categories appear like they may have come from an older more regular phonological system, but definitely do not divide the lexicon into semantic groups. Class II nouns begin with a consonant and do not occur as free forms.",TH;DI;NCP,"turner1966highlandchontal[77,86-104]",Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
high1242_class4,high1242,class4,mixed,ARTICLE,"There are four classes of nominals (I-IV), but they do not appear to have any unifying semantics. Some nouns require an article prefix l/ɬ(a)- when alone (i.e., unpossessed), and others do not. Class III and IV have additional morphology that appears when being possessed ('combinatorial' morphemes). These categories appear like they may have come from an older more regular phonological system, but definitely do not divide the lexicon into semantic groups. Class IV nouns begin with a vowel and do not occur as free forms except when that vowel is /a/.",TH;DI;NCP,"turner1966highlandchontal[77,86-104]",Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
