"ID","Glottocode","Class_ID","Construction_Form","Construction_Type","Remark","Coder","Source","dd_Construction_Directness","dd_Construction_Type_Simplified","dd_Construction_Type_Generic"
"choc1276_112","choc1276","choc1276_alienable","PSSR personIII-[PSSD]","PSSD[AGR:PSSR]","","TH","broadwell2006choctaw[54]","DIRECT","PSSD","MARKER"
"choc1276_113","choc1276","choc1276_inalienable","PSSR personII-[PSSD]","PSSD[AGR:PSSR]","","TH","broadwell2006choctaw[54]","DIRECT","PSSD","MARKER"
"chol1282_114","chol1282","chol1282_non-possessible","NULL","POSSESSION","No construction found.","TH","alvarez2011chol[114]","NULL","NULL","NULL"
"chol1282_115","chol1282","chol1282_alienable","person-[PSSD]-Vl PSSR","PSSD + PSSD[AGR:PSSR]","This construction is used for a great variety of situations involving nous from many different semantic categories. Many of them overlap with the nouns that can be used with the [person-PSSD PSSR] which seems more general. From the grammar, the semantic motivation for this construction seems to be that the PSSD can be conceptualized as part of the PSSR, but this observation is not made in the grammar and it is an attempt at interpretation on our part. According to Mora-Marín 2021, this construction is used more directly for inanimate possessors.","TH;DI","alvarez2011chol[116];moramarin2021mayan","DIRECT","PSSD","MARKER"
"chol1282_116","chol1282","chol1282_inalienable;chol1282_alienable","person-[PSSD] PSSR","PSSD[AGR:PSSR]","","TH;DI","alvarez2011chol[115]","DIRECT","PSSD","MARKER"
"chol1282_117","chol1282","chol1282_inalienable","N-äl","UNPOSSESSION","The suffix is optional in unpossession. However, as this is most probably a remnant from a larger class of inalienable kin terms, we consider it here as a distinct class.","TH","alvarez2011chol[114]",,,
"chol1284_118","chol1284","chol1284_alienable","PSSR [pers]-PSSD","PSSD[AGR:PSSR]","","TH","bakkerus2005cholon[129]","DIRECT","PSSD","MARKER"
"chuk1273_119","chuk1273","chuk1273_alienable","PSSR-POSS-pers PSSD","PSSR + PSSR[AGR:PSSD]","","TH","dunn1999chukchi[149]","DIRECT","PSSR","MARKER"
"chin1286_120","chin1286","chin1286_inalienable;chin1286_alienable","PSSR [person]-PSSD","PSSD[AGR:PSSR]","","TH","boas1911chinook[584]","DIRECT","PSSD","MARKER"
"chin1286_121","chin1286","chin1286_inalienable","NULL","UNPOSSESSION","","TH","boas1911chinook[607]",,,
"coah1252_122","coah1252","coah1252_inalienable;coah1252_alienable","PSSR PSSD","JUXT","In the grammar sketch, there are no indications of nominal possession strategies at all, and only pronominal possession is given (the two constructions available are: [pers-N] and [N poss_pro]). However, in Troike's comparison of Coahuilteco and Tonkawa, he explicitly mentions a juxtaposition construction for nominal possession. We take this as the nominal construction, presumably with the same requirement of obligatory possession for inalienables.","DI","troike1996coahuilteco[659-660];troike1967tonkawacoahuilteco[325]","DIRECT","JUXT","JUXT"
"coah1252_123","coah1252","coah1252_inalienable","NULL","UNPOSSESSION","According to Troike, inalienable nouns must have a pronominal possessor. We assume that this extends paradigmatically to requiring a juxtaposition construction in the case of a nominal possessor.","DI","troike1996coahuilteco[659-660]",,,
"coca1259_124","coca1259","coca1259_alienable","PSSR PSSD","JUXT","","TH;NCP","vallejos2016kukama[190]","DIRECT","JUXT","JUXT"
"cofa1242_125","cofa1242","cofa1242_alienable","PSSR PSSD","JUXT","","DI","fischertoappearaingae[12,44-45,49]","DIRECT","JUXT","JUXT"
"cofa1242_126","cofa1242","cofa1242_alienable","PSSD PSSR=ben","PSSR","There is one example where the order is reversed (PSSR=ben PSSD), but such an order is not described in the grammar.","DI","fischertoappearaingae[12,44-45,49]","DIRECT","PSSR","MARKER"
"coma1245_127","coma1245","coma1245_alienable","PSSR-[suffix] PSSD","PSSR","","TH","robinson1990comanche[287]","DIRECT","PSSR","MARKER"
"cree1270_128","cree1270","cree1270_alienable","PSSR [non-relational prefix]-PSSD","PSSD[AGR:PSSR]","Some inalienable nouns are possessed this way as well.","TH","martin2011creek[138]","DIRECT","PSSD","MARKER"
"cree1270_129","cree1270","cree1270_inalienable","PSSR [relational prefix]-PSSD","PSSD[AGR:PSSR]","Some alienable nouns are possessed this way as well.","TH","martin2011creek[135]","DIRECT","PSSD","MARKER"
"cube1242_130","cube1242","cube1242_alienable","PSSR hi=PSSD","PSSD","""generic possession""","DI","chacon2012cubeo[315]","DIRECT","PSSD","MARKER"
"cube1242_131","cube1242","cube1242_alienable","PSSR [regular proclitic]=PSSD","PSSD[AGR:PSSR]","For non-3rd singular, although the preposing of PSSR is nowhere demonstrated or mentioned: the placement of a referential NP in such cases is inferred from other constructions.","DI","chacon2012cubeo[315-316]","DIRECT","PSSD","MARKER"
"cube1242_132","cube1242","cube1242_inalienable","PSSR [exceptional proclitic]=PSSD","PSSD[AGR:PSSR]","There is no clear example of this construction with a nominal possessor, except maybe on p.316. It seems to be the case that PSSR occurs preceding Clitic=PSSD, as in other possession constructions.","DI","chacon2012cubeo[315-316]","DIRECT","PSSD","MARKER"
"cube1242_133","cube1242","cube1242_alienable","PSSR [regular proclitic]=PSSD=CLASS.MARKER","PSSD[AGR:PSSR] + PSSD[AGR:PSSD]","It is more frequently the case that the possessed object is not overt and then the class marker (gender or classifier) cliticizes directly on the person marker.","DI","chacon2012cubeo[315]","DIRECT","PSSD","MARKER"
"cube1242_134","cube1242","cube1242_inalienable","PSSR [exceptional proclitic]=PSSD=CLASS.MARKER","PSSD[AGR:PSSR] + PSSD[AGR:PSSD]","It is more frequently the case that the possessed object is not overt and then the class marker (gender or classifier) cliticizes directly on the person marker.","DI","chacon2012cubeo[316]","DIRECT","PSSD","MARKER"
"cube1242_135","cube1242","cube1242_alienable","PSSR-i PSSD","PSSR[AGR:PSSR]","Only for 3rd person singular.","DI","chacon2012cubeo[315]","DIRECT","PSSR","MARKER"
"cuit1236_136","cuit1236","cuit1236_possessible","PSSD-[infl.suffix] PSSR","PSSD[AGR:PSSR]","There is only one example of a nominal possessor in the grammar, which appears after the possessed noun.","TH","escalante1962cuitlateco[23,31]","DIRECT","PSSD","MARKER"
"daga1275_137","daga1275","daga1275_inalienable","PSSR PSSD-inal.pers","PSSD[AGR:PSSR]","Kinship terms have a special additionally agreeing plural marking word (p. 86).","TH","murane1974daga[32]","DIRECT","PSSD","MARKER"
"daga1275_138","daga1275","daga1275_alienable","PSSR PSSD pro-GEN","PSSD[AGR:PSSR]","There are a few wrinkles to this construction. Firstly, if the PSSR is dropped, this becomes a pronominal possessive construction. The PSSD can be dropped as well, in which case the pro-GEN becomes nominal ('mine', 'theirs', etc). This construction is coded as having the locus of marking on the PSSD rather than the PSSR, because for NOMINAL possession, the PSSD is marked by a (segmentable) morpheme that must come after it. There is no genitive marking or other element on the NOMINAL possessor — only on the obligatory pronoun. We do not code the genitive marker as a PSSD marker because it morphosyntactically belongs to the pronominal possessor, not the PSSD. At this level of abstraction we take the pronominal possessor as a single unit.","TH;DI","murane1974daga[84-85]","DIRECT","PSSD","MARKER"
"daga1275_139","daga1275","daga1275_inalienable","NULL","UNPOSSESSION","","TH","murane1974daga[32]",,,
"djeo1235_140","djeo1235","djeo1235_alienable;djeo1235_inalienable","PSSR PSSD","JUXT","Pronominal possession is done either through prefixes (which are identical to S/P indexing) or through an analytic construction using the word djewetxia. The djewetxia construction does not appear to be used with nominal possessors, and juxtaposition is exemplified for both alienable and inalienable classes.","DI","decastro2012djeoromitxi[41-42,57-58]","DIRECT","JUXT","JUXT"
"djeo1235_141","djeo1235","djeo1235_inalienable","i/hi-N","UNPOSSESSION","The unpossession construction is either i- (which is homophonous with a 3rd person possessor) or hi- (which does not have another use in possession). The grammar considers these allomorphs of the same morpheme, but a single word 'head' is shown with both the i- and hi- forms. We are not sure whether this is properly a 3rd person unpossession construction, or if it is a dedicated marker, and neither is the grammar author sure.","DI","decastro2012djeoromitxi[44,77-78]",,,
"dukh1234_142","dukh1234","dukh1234_alienable","PSSR-GEN PSSD-person","PSSR + PSSD[AGR:PSSR]","","TH","ragagnin2011dukhan[123]","DIRECT","PSSR-PSSD","MARKER"
"duna1248_143","duna1248","duna1248_alienable","PSSR PSSD","JUXT","","TH","sanroque2008introduction[146]","DIRECT","JUXT","JUXT"
"embe1260_144","embe1260","embe1260_alienable","PSSR PSSD","JUXT","Both pronominal and nominal possession use juxtaposition to express possession (in the case of pronouns, the case suffixes are missing).","DI","mortensen1999northernembera[38]","DIRECT","JUXT","JUXT"
"esee1248_145","esee1248","esee1248_alienable","PSSR=ja PSSD","PSSR","Usually e- noun prefix is dropped, but not always.","TH","vuillermet2012eseejja[302]","DIRECT","PSSR","MARKER"
"esse1238_146","esse1238","esse1238_alienable","PSSD PSSR","JUXT","","DI","shaul2019esselen[118]","DIRECT","JUXT","JUXT"
"eyak1241_147","eyak1241","eyak1241_inalienable","PSSR-PSSD","JUXT","","TH","krauss2015eyak[613]","DIRECT","JUXT","JUXT"
"eyak1241_148","eyak1241","eyak1241_alienable","PSSR-ya’ PSSD","PSSR","","TH","krauss2015eyak[613]","DIRECT","PSSR","MARKER"
"fuln1247_149","fuln1247","fuln1247_alienable;fuln1247_deverbal","PSSR PSSD","JUXT","The deverbal nouns retain their e- or se- in this construction.","TH;NCP;DI","lapenda1968iate[155,185-187];dacosta1999yathe[326]","DIRECT","JUXT","JUXT"
"fuln1247_150","fuln1247","fuln1247_property;fuln1247_inalienable","PSSR Pro-PSSD","PSSD[AGR:PSSR]","","TH;NCP;DI","lapenda1968iate[94,186];dacosta1999yathe[326]","DIRECT","PSSD","MARKER"
"fuln1247_151","fuln1247","fuln1247_deverbal","PSSR Pro-PSSD(without e-, se-)","PSSD[AGR:PSSR]","Deverbal nouns can take person prefixes, but then they drop their e- or se- which is a derivational 3sg person.","TH;NCP;DI","lapenda1968iate[86]","DIRECT","PSSD","MARKER"
"fuln1247_152","fuln1247","fuln1247_alienable;fuln1247_deverbal","PSSR-ke PSSD","PSSR","The deverbal nouns retain their e- or se- in this construction.","TH;NCP;DI","lapenda1968iate[94,186]","DIRECT","PSSR","MARKER"
"fuln1247_153","fuln1247","fuln1247_property;fuln1247_inalienable","se-N","UNPOSSESSION","The se- is the impersonal person prefix. This construction is available to both property and inalienables but it is mostly used for inalienables.","TH;NCP;DI","lapenda1968iate[185-187]",,,
"fuln1247_154","fuln1247","fuln1247_property","N-ya/-ka","UNPOSSESSION","The -ka suffix has various allomorphs and is added to nouns that end in /a/ or /e/ or in the feminine suffix -ne. Otherwise the suffix -ya (and its allomorphs) is used.","TH;NCP;DI","lapenda1968iate[185-187,77-78]",,,
"fuln1247_155","fuln1247","fuln1247_deverbal","N","UNPOSSESSION","All deverbal nouns start with e- (3sg) or se- (impersonal) when used as nouns (e.g. teacher is 3-teach).","TH;NCP;DI","lapenda1968iate[86]",,,
"gaga1251_156","gaga1251","gaga1251_alienable","PSSD POSS.PRO","PRO_MARKER","","TH","harvey2002gaagudju[368]","DIRECT","MARKER","MARKER"
"gaga1251_157","gaga1251","gaga1251_kin","pre[person]-PSSD-da","PRO_MARKER","","TH","harvey2002gaagudju[291]","DIRECT","MARKER","MARKER"
"gaga1251_158","gaga1251","gaga1251_part","PSSD[AGR:PSSR]","PRO_MARKER","Incorporated into verb, we do not know what it looks like if not incorporated.","TH","harvey2002gaagudju[312ff.]","DIRECT","MARKER","MARKER"
"galo1242_159","galo1242","galo1242_alienable","PSSR-GEN PSSD","PSSR","There is an alienability distinction when the topic consists of the possessor only: the construction PSSR PSSD VP (where PSSD is the subject of the VP and PSSR is expressed as a pre-core topic, as seen by its syntactic position) is only available to body parts possessed by their inherent possessor (p. 711).","TH","post2007galo[293]","DIRECT","PSSR","MARKER"
"gari1256_160","gari1256","gari1256_alienable","person-PSSD-possAL PSSR","PSSD + PSSD[AGR:PSSR]","","TH","haurholm2016garifuna[56]","DIRECT","PSSD","MARKER"
"gari1256_161","gari1256","gari1256_inalienable","person-PSSD-possINAL PSSR","PSSD + PSSD[AGR:PSSR]","The inalienable possessive suffix is a -∅ suffix.","TH","haurholm2016garifuna[56]","DIRECT","PSSD","MARKER"
"gari1256_162","gari1256","gari1256_SUPPLETIVE","suppletive","SUPPLETION","","TH","haurholm2016garifuna[57]",,"SUPPLETION",
"gari1256_163","gari1256","gari1256_inalienable","N-ni","UNPOSSESSION","Possibly there is also an h- prefix marking non-possession for (in)alienable, but it could also be analyzed as epenthetic. Additionally, ‘mother' and ‘father' use two unique non-possessed suffixes (-ru and -li respectively).","TH;NCP","haurholm2016garifuna[53-54]",,,
"gara1269_164","gara1269","gara1269_inalienable","PSSR PSSD","JUXT","PSSR and PSSD have the same case marking.","TH","mushin2012garrwa[82]","DIRECT","JUXT","JUXT"
"gara1269_165","gara1269","gara1269_alienable","PSSR[DAT] PSSD","PSSR","","TH","mushin2012garrwa[81]","DIRECT","PSSR","MARKER"
"gavi1246_166","gavi1246","gavi1246_alienable;gavi1246_inalienable","PSSR PSSD","JUXT","In pronominal possession, the pronoun appears as a prefix from the appropriate member of one of the four prefix classes, while nominal possession is juxtaposed.","TH;DI;NCP","moore1984gaviaodojiparana[148]","DIRECT","JUXT","JUXT"
"gavi1246_167","gavi1246","gavi1246_classifiers","PRO-pat PSSD","PRO_CLASS","Our only examples of the classifiers being possessed occur with a pronominal prefix. The prefix pronoun is attached to a dummy noun pat 'thing', which acts as a possessive classifier and is possessed instead of the anaphoric classifier.","DI;NCP","moore1984gaviaodojiparana[200,203-204]","INDIRECT","CLASS","CLASS"
"gavi1246_168","gavi1246","gavi1246_non-possessible","PSSR ma-PSSD","PSSD","In pronominal possession, the prefix class is determined by ma- (always second class). This construction is used for body parts owned by someone else than their inherent possessor (usually parts used for food).","DI;NCP","moore1984gaviaodojiparana[149-150]","DIRECT","PSSD","MARKER"
"gavi1246_169","gavi1246","gavi1246_inalienable","NULL","UNPOSSESSION","","TH;DI;NCP","moore1984gaviaodojiparana[149]",,,
"nucl1302_170","nucl1302","nucl1302_kin","PSSD-pro.PSSR","PRO_MARKER","Ascending singular kinship terms that are possessed by a pronoun other than the third person plural get this construction.","DI;NCP","stolz2008possession[333-335]","DIRECT","MARKER","MARKER"
"nucl1302_171","nucl1302","nucl1302_alienable","PSSR-GEN PSSD","PSSR","Ascending singular kinship terms that are possessed by a third plural pronoun use this construction, as do plural kinship terms and descending kinship terms.","TH","hewitt1995georgian[43];stolz2008possession[333-335]","DIRECT","PSSR","MARKER"
"goon1238_172","goon1238","goon1238_alienable;goon1238_inalienable","PRO.obl PSSD","PRO_MARKER","This construction is available to all nouns, including kinship terms. The pronoun is in oblique case.","TH;NCP","mcgregor1990functional[253]","DIRECT","MARKER","MARKER"
"goon1238_173","goon1238","goon1238_inalienable","PSSD-person","PRO_MARKER","This construction is only available for kinship terms when the possessor has been established in discourse. There is no suffix for the first person, only for second and third. When the kinship term is used without a suffix it commonly means ""my X"".","TH;NCP","mcgregor1990functional[149]","DIRECT","MARKER","MARKER"
"goon1238_174","goon1238","goon1238_alienable;goon1238_inalienable","PSSR[DAT] PSSD","PSSR","","TH","mcgregor1990functional[179]","DIRECT","PSSR","MARKER"
"gras1249_175","gras1249","gras1249_non-possessible","NULL","POSSESSION","","TH","dutton2003dictionary[368]","NULL","NULL","NULL"
"gras1249_176","gras1249","gras1249_inalienable","PSSR PSSD-ka/-ga","PSSD","This is called a partitive possession construction, but it is not clearly stated that it is available only to inalienable nouns. But it is described as being used with part/whole relationships and with kinship terms.","TH","dutton2003dictionary[366]","DIRECT","PSSD","MARKER"
